sample_id,method,trial_index,trial_class,trial_index_value,changed_from_baseline,abs_index_change
boundary_humidity_2026-07-16T11:05:00+03:00,PROPOSED_HFIS,23,Favorable,21.276500016600583,False,5.903567044769639
boundary_humidity_2026-07-16T11:05:00+03:00,PROPOSED_HFIS,24,Favorable,12.444029850746269,False,2.9289031210846748
boundary_humidity_2026-07-16T11:05:00+03:00,PROPOSED_HFIS,25,Acceptable,37.5,True,22.12706702816906
boundary_humidity_2026-07-16T11:05:00+03:00,PROPOSED_HFIS,26,Acceptable,37.5,True,22.12706702816906
boundary_humidity_2026-07-16T11:05:00+03:00,PROPOSED_HFIS,27,Favorable,12.444029850746269,False,2.9289031210846748
boundary_humidity_2026-07-16T11:05:00+03:00,PROPOSED_HFIS,28,Favorable,12.444029850746269,False,2.9289031210846748
boundary_humidity_2026-07-16T11:05:00+03:00,PROPOSED_HFIS,29,Acceptable,29.45426800961663,True,14.081335037785687
boundary_humidity_2026-07-16T11:05:00+03:00,WEIGHTED_MEAN,0,Favorable,14.266128193121702,False,0.35764678183309684
boundary_humidity_2026-07-16T11:05:00+03:00,WEIGHTED_MEAN,1,Favorable,13.55847071571521,False,0.3500106955733955
boundary_humidity_2026-07-16T11:05:00+03:00,WEIGHTED_MEAN,2,Favorable,12.444029850746269,False,1.4644515605423365
boundary_humidity_2026-07-16T11:05:00+03:00,WEIGHTED_MEAN,3,Favorable,24.972014925373134,False,11.06353351408453
boundary_humidity_2026-07-16T11:05:00+03:00,WEIGHTED_MEAN,4,Favorable,19.964994450933226,False,6.056513039644621
boundary_humidity_2026-07-16T11:05:00+03:00,WEIGHTED_MEAN,5,Favorable,13.06225725272347,False,0.8462241585651356
boundary_humidity_2026-07-16T11:05:00+03:00,WEIGHTED_MEAN,6,Favorable,15.586459591932046,False,1.677978180643441
boundary_humidity_2026-07-16T11:05:00+03:00,WEIGHTED_MEAN,7,Favorable,20.65239499116516,False,6.743913579876555
boundary_humidity_2026-07-16T11:05:00+03:00,WEIGHTED_MEAN,8,Favorable,12.444029850746269,False,1.4644515605423365
